Country or Area,Year,Value,Value Footnotes
Dominican Republic,2001,24894907435,
Dominican Republic,2002,26570402719,
Dominican Republic,2003,21268012747,
Dominican Republic,2004,22039232610,
Dominican Republic,2005,34004033804,
Dominican Republic,2006,35902290284,
Dominican Republic,2007,41227268057,
Dominican Republic,2008,45712378190,
Dominican Republic,2009,46710144686,
Dominican Republic,2010,51653902770,
Dominican Republic,2011,55668552666,
Dominican Republic,2012,58951239186,
Ecuador,1960,1010325080,
Ecuador,1961,979108815.6,
Ecuador,1962,958598183,
Ecuador,1963,1038389646,
Ecuador,1964,1156150862,
Ecuador,1965,2387048255,
Ecuador,1966,2429309514,
Ecuador,1967,2553596092,
Ecuador,1968,2582180794,
Ecuador,1969,3112166848,
Ecuador,1970,2862504170,
Ecuador,1971,2754220263,
Ecuador,1972,3185987235,
Ecuador,1973,3891755552,
Ecuador,1974,6599259421,
Ecuador,1975,7731677257,
Ecuador,1976,9091924305,
Ecuador,1977,11026346590,
Ecuador,1978,11922502171,
Ecuador,1979,14175166008,
Ecuador,1980,17881514683,
Ecuador,1981,21810767209,
Ecuador,1982,19929853575,
Ecuador,1983,17152483214,
Ecuador,1984,16912515183,
Ecuador,1985,17149094590,
Ecuador,1986,15314143988,
Ecuador,1987,13945431882,
Ecuador,1988,13051886552,
Ecuador,1989,13890828708,
Ecuador,1990,15239278100,
Ecuador,1991,16988184456,
Ecuador,1992,18093864475,
Ecuador,1993,18938326276,
Ecuador,1994,22708204405,
Ecuador,1995,24432379906,
Ecuador,1996,25225872274,
Ecuador,1997,28161471483,
Ecuador,1998,27981319125,
Ecuador,1999,19644866963,
Ecuador,2000,18327386416,
Ecuador,2001,24468324000,
Ecuador,2002,28548945000,
Ecuador,2003,32432859000,
Ecuador,2004,36591661000,
Ecuador,2005,41507085000,
Ecuador,2006,46802044000,
Ecuador,2007,51007777000,
Ecuador,2008,61762635000,
Ecuador,2009,62519686000,
Ecuador,2010,67513698000,
Ecuador,2011,76769729000,
Ecuador,2012,84039856000,
Egypt,1960,4144244345,
Egypt,1961,4334054780,
Egypt,1962,4003322844,
Egypt,1963,4160465776,
Egypt,1964,4781695715,
Egypt,1965,5111620995,
Egypt,1966,5339520809,
Egypt,1967,5579168494,
Egypt,1968,6109112180,
Egypt,1969,6861743625,
Egypt,1970,7682492054,
Egypt,1971,8266003518,
Egypt,1972,8763960987,
Egypt,1973,9616725511,
Egypt,1974,9015166924,
Egypt,1975,11437965433,
Egypt,1976,13360477195,
Egypt,1977,14636028525,
Egypt,1978,14849909083,
Egypt,1979,18150000949,
Egypt,1980,22912499712,
Egypt,1981,23405404412,
Egypt,1982,25592366135,
Egypt,1983,28137368590,
Egypt,1984,30642873686,
Egypt,1985,34689560502,
Egypt,1986,35880262453,
Egypt,1987,40507934104,
Egypt,1988,35044633281,
Egypt,1989,39648442465,
Egypt,1990,43130415154,
Egypt,1991,36970555122,
Egypt,1992,41855483504,
Egypt,1993,46578631213,
Egypt,1994,51897983716,
Egypt,1995,60159244485,
Egypt,1996,67629717780,
Egypt,1997,78436575744,
Egypt,1998,84828807270,
Egypt,1999,90710703939,
Egypt,2000,99838540997,
Egypt,2001,97632008051,
Egypt,2002,87850680573,
Egypt,2003,82923680622,
Egypt,2004,78845185709,
Egypt,2005,89685724889,
Egypt,2006,1.07484E+11,
Egypt,2007,1.30478E+11,
Egypt,2008,1.62818E+11,
Egypt,2009,1.88984E+11,
Egypt,2010,2.18888E+11,
Egypt,2011,2.35984E+11,
Egypt,2012,2.57286E+11,
El Salvador,1960,625600000,
El Salvador,1961,636240000,
El Salvador,1962,706080000,
El Salvador,1963,746159936,
El Salvador,1964,822439936,
El Salvador,1990,4800907895,
El Salvador,1991,5310996633,
El Salvador,1992,5954671446,
El Salvador,1993,6937988506,
El Salvador,1994,8085554286,
El Salvador,1995,9500491429,
El Salvador,1996,10315542857,
El Salvador,1997,11134716450,
El Salvador,1998,12008418171,
El Salvador,1999,12464655104,
El Salvador,2000,13134147768,
El Salvador,2001,13812744074,
El Salvador,2002,14306700000,
El Salvador,2003,15046700000,
El Salvador,2004,15798300000,
El Salvador,2005,17093800000,
El Salvador,2006,18550700000,
El Salvador,2007,20104900000,
El Salvador,2008,21431000000,
El Salvador,2009,20661000000,
El Salvador,2010,21418300000,
El Salvador,2011,23139000000,
El Salvador,2012,23864400000,
Equatorial Guinea,1962,9122751.68,
Equatorial Guinea,1963,10840095.29,
Equatorial Guinea,1964,12712471.29,
Equatorial Guinea,1965,64748333.33,
Equatorial Guinea,1966,69110000,
Equatorial Guinea,1967,72317446.93,
Equatorial Guinea,1968,67514285.71,
Equatorial Guinea,1969,67225714.29,
Equatorial Guinea,1970,66331428.57,
Equatorial Guinea,1971,64946954.76,
Equatorial Guinea,1972,65429198.24,
Equatorial Guinea,1973,81203226.91,
Equatorial Guinea,1974,94159862.71,
Equatorial Guinea,1975,104295643.4,
Equatorial Guinea,1976,103653049.9,
Equatorial Guinea,1977,103987520.1,
Equatorial Guinea,1985,79590807.29,
Equatorial Guinea,1986,98848733.17,
Equatorial Guinea,1987,119714630.3,
Equatorial Guinea,1988,127202886.8,
Equatorial Guinea,1989,112007296.4,
Equatorial Guinea,1990,132134191.6,
Equatorial Guinea,1991,130596844.3,
Equatorial Guinea,1992,154183095.9,
Equatorial Guinea,1993,152128984,
Equatorial Guinea,1994,125744104,
Equatorial Guinea,1995,163980574,
Equatorial Guinea,1996,259073825.5,
Equatorial Guinea,1997,497742517.3,
Equatorial Guinea,1998,455799968.1,
Equatorial Guinea,1999,872016821.4,
Equatorial Guinea,2000,1242848857,
Equatorial Guinea,2001,1736116149,
Equatorial Guinea,2002,2146760314,
Equatorial Guinea,2003,2952359370,
Equatorial Guinea,2004,5240842261,
Equatorial Guinea,2005,8217368425,
Equatorial Guinea,2006,7765111494,
Equatorial Guinea,2007,10304490483,
Equatorial Guinea,2008,15471010923,
Equatorial Guinea,2009,10356293894,
Equatorial Guinea,2010,12261420852,
Equatorial Guinea,2011,16806886028,
Equatorial Guinea,2012,17697394251,
Eritrea,1992,477101651.7,
Eritrea,1993,467876293.7,
Eritrea,1994,531688311.7,
Eritrea,1995,578015625,
Eritrea,1996,693535954.2,
Eritrea,1997,686494476.1,
Eritrea,1998,745526149.5,
Eritrea,1999,688921325.7,
Eritrea,2000,706370812.3,
Eritrea,2001,752368494.5,
Eritrea,2002,729321364.1,
Eritrea,2003,870247701.7,
Eritrea,2004,1109054002,
Eritrea,2005,1098425900,
Eritrea,2006,1211161880,
Eritrea,2007,1317974493,
Eritrea,2008,1380188800,
Eritrea,2009,1856695550,
Eritrea,2010,2117039511,
Eritrea,2011,2607739837,
Eritrea,2012,3091837398,
Estonia,1995,3776938817,
Estonia,1996,4727884887,
Estonia,1997,5052078018,
Estonia,1998,5593921752,
Estonia,1999,5709010492,
Estonia,2000,5675174662,
Estonia,2001,6237914200,
Estonia,2002,7318186727,
Estonia,2003,9840743037,
Estonia,2004,12025943710,
Estonia,2005,13905561150,
Estonia,2006,16798495348,
Estonia,2007,21993658964,
Estonia,2008,23781539699,
Estonia,2009,19117606973,
Estonia,2010,18845656095,
Estonia,2011,22154665058,
Estonia,2012,21854197101,
Ethiopia,1981,7269140974,
Ethiopia,1982,7649012448,
Ethiopia,1983,8502745002,
Ethiopia,1984,8034754139,
Ethiopia,1985,9408755195,
Ethiopia,1986,9773749424,
Ethiopia,1987,10447188525,
Ethiopia,1988,10825913264,
Ethiopia,1989,11389270974,
Ethiopia,1990,12082576935,
Ethiopia,1991,13361446739,
Ethiopia,1992,10413161613,
Ethiopia,1993,8763557094,
Ethiopia,1994,6875170145,
Ethiopia,1995,7605674116,
Ethiopia,1996,8482883273,
Ethiopia,1997,8890826693,
Ethiopia,1998,8069437011,
Ethiopia,1999,7827068145,
Ethiopia,2000,8179533779,
Ethiopia,2001,8168590427,
Ethiopia,2002,7791029914,
Ethiopia,2003,8558013910,
Ethiopia,2004,10053969882,
Ethiopia,2005,12306605473,
Ethiopia,2006,15164300429,
Ethiopia,2007,19556749919,
Ethiopia,2008,26860564179,
Ethiopia,2009,32188958761,
Ethiopia,2010,29706216184,
Ethiopia,2011,31708848033,
Ethiopia,2012,43133073100,
Faeroe Islands,1998,1105688873,
Faeroe Islands,1999,1125684470,
Faeroe Islands,2000,1062339944,
Faeroe Islands,2001,1154899793,
Faeroe Islands,2002,1268445919,
Faeroe Islands,2003,1486861879,
Faeroe Islands,2004,1683997930,
Faeroe Islands,2005,1730894295,
Faeroe Islands,2006,1970135199,
Faeroe Islands,2007,2278229880,
Faeroe Islands,2008,2412859693,
Faeroe Islands,2009,2198138372,
Federated States of Micronesia,1983,106500000,
Federated States of Micronesia,1986,112210000,
Federated States of Micronesia,1987,116700000,
Federated States of Micronesia,1988,124700000,
Federated States of Micronesia,1989,135200000,
Federated States of Micronesia,1990,147200000,
Federated States of Micronesia,1991,166200000,
Federated States of Micronesia,1992,178100000,
Federated States of Micronesia,1993,198400000,
Federated States of Micronesia,1994,202500000,
Federated States of Micronesia,1995,222103587.1,
Federated States of Micronesia,1996,218845723.3,
Federated States of Micronesia,1997,206900332.3,
Federated States of Micronesia,1998,219646199.6,
Federated States of Micronesia,1999,220660504,
Federated States of Micronesia,2000,233226322.8,
Federated States of Micronesia,2001,240051900,
Federated States of Micronesia,2002,241543395.8,
Federated States of Micronesia,2003,244990983.6,
Federated States of Micronesia,2004,239563310.4,
Federated States of Micronesia,2005,249845592.6,
Federated States of Micronesia,2006,252991205,
Federated States of Micronesia,2007,255890836.4,
Federated States of Micronesia,2008,261339642.4,
Federated States of Micronesia,2009,277510922.8,
Federated States of Micronesia,2010,294117230.5,
Federated States of Micronesia,2011,310287519.3,
Federated States of Micronesia,2012,327200000,
Fiji,1960,112334368.4,
Fiji,1961,116993977.9,
Fiji,1962,122912941.2,
Fiji,1963,129461581.5,
Fiji,1964,140040154.3,
Fiji,1965,147084750,
Fiji,1966,150603925.5,
Fiji,1967,162625885.9,
Fiji,1968,166952937.1,
Fiji,1969,182182067.7,
Fiji,1970,219878482.2,
Fiji,1971,247749327.7,
Fiji,1972,316650509,
Fiji,1973,425963354.3,
Fiji,1974,558589870.9,
Fiji,1975,684268314.9,
Fiji,1976,694552425.1,
Fiji,1977,719533150.2,
Fiji,1978,829239489.8,
Fiji,1979,1019743927,
Fiji,1980,1202567355,
Fiji,1981,1235899836,
Fiji,1982,1194015410,
Fiji,1983,1123107241,
Fiji,1984,1177997414,
Fiji,1985,1141210125,
Fiji,1986,1290228617,
Fiji,1987,1177908192,
Fiji,1988,1109976928,
Fiji,1989,1182686577,
Fiji,1990,1337024782,
Fiji,1991,1383843860,
Fiji,1992,1531803061,
Fiji,1993,1635426125,
Fiji,1994,1825285158,
Fiji,1995,1970347721,
Fiji,1996,2129266728,
Fiji,1997,2093994597,
Fiji,1998,1656784780,
Fiji,1999,1942170999,
Fiji,2000,1684109743,
Fiji,2001,1660102346,
Fiji,2002,1842691481,
Fiji,2003,2315935753,
Fiji,2004,2727507213,
Fiji,2005,3006725015,
Fiji,2006,3103099942,
Fiji,2007,3405050612,
Fiji,2008,3590530213,
Fiji,2009,2882056553,
Fiji,2010,3173316478,
Fiji,2011,3818108967,
Fiji,2012,3881890698,
Finland,1960,5224102196,
Finland,1961,5921659485,
Finland,1962,6340580854,
Finland,1963,6885920329,
Finland,1964,7766655086,
Finland,1965,8589340019,
Finland,1966,9208524505,
Finland,1967,9368954010,
Finland,1968,8823033880,
Finland,1969,10070766721,
Finland,1970,11222537751,
Finland,1971,12378521928,
Finland,1972,14567968587,
Finland,1973,19240941960,
Finland,1974,24553503032,
Finland,1975,29122353321,
Finland,1976,31470995538,
Finland,1977,33101667404,
Finland,1978,35825270758,
Finland,1979,43936803541,
Finland,1980,53007650622,
Finland,1981,51791127032,
Finland,1982,52177130875,
Finland,1983,50285012810,
Finland,1984,52118124258,
Finland,1985,54979854183,
Finland,1986,72319962468,
Finland,1987,90045989449,
Finland,1988,1.07183E+11,
Finland,1989,1.16795E+11,
Finland,1990,1.38884E+11,
Finland,1991,1.25301E+11,
Finland,1992,1.10171E+11,
Finland,1993,87346726345,
Finland,1994,1.00631E+11,
Finland,1995,1.30806E+11,
Finland,1996,1.28308E+11,
Finland,1997,1.22987E+11,
Finland,1998,1.29763E+11,
Finland,1999,1.30323E+11,
Finland,2000,1.21794E+11,
Finland,2001,1.24643E+11,
Finland,2002,1.35184E+11,
Finland,2003,1.64256E+11,
Finland,2004,1.89065E+11,
Finland,2005,1.95778E+11,
Finland,2006,2.07949E+11,
Finland,2007,2.46127E+11,
Finland,2008,2.71974E+11,
Finland,2009,2.39383E+11,
Finland,2010,2.35258E+11,
Finland,2011,2.63179E+11,
Finland,2012,2.50024E+11,
France,1960,62651474947,
France,1961,68346741504,
France,1962,76313782252,
France,1963,85551113767,
France,1964,94906593388,
France,1965,1.02161E+11,
France,1966,1.10597E+11,
France,1967,1.19466E+11,
France,1968,1.29847E+11,
France,1969,1.40725E+11,
France,1970,1.46441E+11,
France,1971,1.63696E+11,
France,1972,2.00955E+11,
France,1973,2.61476E+11,
France,1974,2.82166E+11,
France,1975,3.55601E+11,
France,1976,3.6727E+11,
France,1977,4.05391E+11,
France,1978,5.00065E+11,
France,1979,6.05024E+11,
France,1980,6.90324E+11,
France,1981,6.05221E+11,
France,1982,5.74594E+11,
France,1983,5.50344E+11,
France,1984,5.21686E+11,
France,1985,5.43485E+11,
France,1986,7.5852E+11,
France,1987,9.17896E+11,
France,1988,1.00116E+12,
France,1989,1.00701E+12,
France,1990,1.24416E+12,
France,1991,1.24541E+12,
France,1992,1.37297E+12,
France,1993,1.297E+12,
France,1994,1.36801E+12,
France,1995,1.57206E+12,
France,1996,1.57278E+12,
France,1997,1.42149E+12,
France,1998,1.46887E+12,
France,1999,1.45643E+12,
France,2000,1.32633E+12,
France,2001,1.3383E+12,
France,2002,1.45203E+12,
France,2003,1.79221E+12,
France,2004,2.05568E+12,
France,2005,2.13656E+12,
France,2006,2.25571E+12,
France,2007,2.58239E+12,
France,2008,2.83179E+12,
France,2009,2.61969E+12,
France,2010,2.54832E+12,
France,2011,2.77972E+12,
France,2012,2.61288E+12,
French Polynesia,1965,176534589.6,
French Polynesia,1966,215659455,
French Polynesia,1967,220984369.1,
French Polynesia,1968,259590076.3,
French Polynesia,1969,242943776.9,
French Polynesia,1970,254035999.2,
French Polynesia,1971,296613496.9,
French Polynesia,1972,325843254.7,
French Polynesia,1973,431254103.1,
French Polynesia,1974,555337985.7,
French Polynesia,1975,690319754.9,
French Polynesia,1976,732286143.3,
French Polynesia,1977,793193187.4,
French Polynesia,1978,1005573294,
French Polynesia,1979,1215031775,
French Polynesia,1980,1362151524,
French Polynesia,1981,1279972866,
French Polynesia,1982,1286462643,
French Polynesia,1983,1335895286,
French Polynesia,1984,1378991403,
French Polynesia,1985,1507230779,
French Polynesia,1986,2301514717,
French Polynesia,1987,2543199148,
French Polynesia,1988,2687472830,
French Polynesia,1989,2636461517,
French Polynesia,1990,3181206305,
French Polynesia,1991,3267367610,
French Polynesia,1992,3558215110,
French Polynesia,1993,3694600400,
French Polynesia,1994,3522272321,
French Polynesia,1995,3982374846,
French Polynesia,1996,3954696874,
French Polynesia,1997,3567062512,
French Polynesia,1998,3775160797,
French Polynesia,1999,3797016069,
French Polynesia,2000,3447543138,
Gabon,1960,141468977.5,
Gabon,1961,167637907.5,
Gabon,1962,182796536.6,
Gabon,1963,154480244.4,
Gabon,1964,215679855.2,
Gabon,1965,226474285.6,
Gabon,1966,245849781.7,
Gabon,1967,271543680.3,
Gabon,1968,294468564.5,
Gabon,1969,318124701.1,
Gabon,1970,323802475.5,
Gabon,1971,381687073.1,
Gabon,1972,430508357.7,
Gabon,1973,722780701.1,
Gabon,1974,1544216004,
Gabon,1975,2157592937,
Gabon,1976,3009409971,
Gabon,1977,2809349074,
Gabon,1978,2389479269,
Gabon,1979,3030251116,
Gabon,1980,4279637934,
Gabon,1981,3862269127,
Gabon,1982,3618007844,
Gabon,1983,3391275731,
Gabon,1984,3561451562,
Gabon,1985,3339914759,
Gabon,1986,3403638194,
Gabon,1987,3281797039,
Gabon,1988,3834503378,
Gabon,1989,4186411457,
Gabon,1990,5952293766,
Gabon,1991,5402919788,
Gabon,1992,5592390833,
Gabon,1993,4378645081,
Gabon,1994,4190819347,
Gabon,1995,4958845649,
Gabon,1996,5694040000,
Gabon,1997,5326817111,
Gabon,1998,4483417313,
Gabon,1999,4662991794,
Gabon,2000,5067865503,
Gabon,2001,4712849280,
Gabon,2002,4931503836,
Gabon,2003,6054883172,
Gabon,2004,7178135606,
Gabon,2005,8665736618,
Gabon,2006,9545982814,
Gabon,2007,11570860872,
Gabon,2008,15732285212,
Gabon,2009,12075742375,
Gabon,2010,14539337959,
Gabon,2011,18791347239,
Gabon,2012,18661104043,
Georgia,1990,7737994864,
Georgia,1991,6337314652,
Georgia,1992,3691110628,
Georgia,1993,2701180604,
Georgia,1994,2513870709,
Georgia,1995,2693731880,
Georgia,1996,3094915506,
Georgia,1997,3510540844,
Georgia,1998,3613500142,
Georgia,1999,2800024342,
Georgia,2000,3057453461,
Georgia,2001,3219487823,
Georgia,2002,3395778661,
Georgia,2003,3991374540,
Georgia,2004,5125273877,
Georgia,2005,6411147323,
Georgia,2006,7761900179,
Georgia,2007,10172260738,
Georgia,2008,12799337250,
Georgia,2009,10766836277,
Georgia,2010,11638200596,
Georgia,2011,14434568633,
Georgia,2012,15829225459,
Germany,1970,2.0887E+11,
Germany,1971,2.41914E+11,
Germany,1972,2.90122E+11,
Germany,1973,3.85512E+11,
Germany,1974,4.30926E+11,
Germany,1975,4.74796E+11,
Germany,1976,5.02973E+11,
Germany,1977,5.8111E+11,
Germany,1978,7.16563E+11,
Germany,1979,8.5289E+11,
Germany,1980,9.19609E+11,
Germany,1981,7.74628E+11,
Germany,1982,7.51503E+11,
Germany,1983,7.45802E+11,
Germany,1984,7.017E+11,
Germany,1985,7.08884E+11,
Germany,1986,1.01248E+12,
Germany,1987,1.25626E+12,
Germany,1988,1.35599E+12,
Germany,1989,1.3538E+12,
Germany,1990,1.71447E+12,
Germany,1991,1.8086E+12,
Germany,1992,2.06437E+12,
Germany,1993,2.00745E+12,
Germany,1994,2.14801E+12,
Germany,1995,2.52286E+12,
Germany,1996,2.43696E+12,
Germany,1997,2.15723E+12,
Germany,1998,2.17817E+12,
Germany,1999,2.13105E+12,
Germany,2000,1.8864E+12,
Germany,2001,1.88089E+12,
Germany,2002,2.00659E+12,
Germany,2003,2.42381E+12,
Germany,2004,2.72634E+12,
Germany,2005,2.76625E+12,
Germany,2006,2.90275E+12,
Germany,2007,3.32381E+12,
Germany,2008,3.62369E+12,
Germany,2009,3.29864E+12,
Germany,2010,3.28447E+12,
Germany,2011,3.60083E+12,
Germany,2012,3.39959E+12,
Ghana,1960,1217790385,
Ghana,1961,1302394180,
Ghana,1962,1382515654,
Ghana,1963,1541077734,
Ghana,1964,1731576345,
Ghana,1965,2054023258,
Ghana,1966,2126860962,
Ghana,1967,1747536190,
Ghana,1968,1667105562,
Ghana,1969,1961756427,
Ghana,1970,2215322843,
Ghana,1971,2417591968,
Ghana,1972,2112593380,
Ghana,1973,2465633787,
Ghana,1974,2894472084,
Ghana,1975,2810106288,
Ghana,1976,2765339025,
Ghana,1977,3189542912,
Ghana,1978,3662495575,
Ghana,1979,4020227804,
Ghana,1980,4445228031,
Ghana,1981,4222441904,
Ghana,1982,4035994542,
Ghana,1983,4057275047,
Ghana,1984,4412279889,
Ghana,1985,4504342092,
Ghana,1986,5727602711,
Ghana,1987,5074830092,
Ghana,1988,5197840964,
Ghana,1989,5251764396,
Ghana,1990,5889175898,
Ghana,1991,6603131296,
Ghana,1992,6416079583,
Ghana,1993,5968905679,
Ghana,1994,5446370115,
Ghana,1995,6464389656,
Ghana,1996,6932984636,
Ghana,1997,6891433841,
Ghana,1998,7482072380,
Ghana,1999,7718110781,
Ghana,2000,4982849054,
Ghana,2001,5314871684,
Ghana,2002,6166197192,
Ghana,2003,7632720680,
Ghana,2004,8881419348,
Ghana,2005,10731883141,
Ghana,2006,20410257646,
Ghana,2007,24757642257,
Ghana,2008,28528046011,
Ghana,2009,25977853492,
Ghana,2010,32174210793,
Ghana,2011,39564970070,
Ghana,2012,40710781539,
Greece,1960,4446528165,
Greece,1961,5016048786,
Greece,1962,5327573509,
Greece,1963,5949478035,
Greece,1964,6680298251,
Greece,1965,7600579093,
Greece,1966,8455611129,
Greece,1967,9136711288,
Greece,1968,9915140546,
Greece,1969,11266091571,
Greece,1970,12529700163,
Greece,1971,13914172675,
Greece,1972,16101411778,
Greece,1973,21310100430,
Greece,1974,24174092499,
Greece,1975,27201244886,
Greece,1976,29706226950,
Greece,1977,34496353620,
Greece,1978,42214471899,
Greece,1979,51951955861,
Greece,1980,54190721018,
Greece,1981,49915745055,
Greece,1982,52081750119,
Greece,1983,47133593426,
Greece,1984,45790167010,
Greece,1985,45600241863,
Greece,1986,53761550993,
Greece,1987,62604100107,
Greece,1988,72720009814,
Greece,1989,75492750065,
Greece,1990,93345420404,
Greece,1991,1.00261E+11,
Greece,1992,1.10828E+11,
Greece,1993,1.03756E+11,
Greece,1994,1.11187E+11,
Greece,1995,1.30522E+11,
Greece,1996,1.38029E+11,
Greece,1997,1.34653E+11,
Greece,1998,1.35274E+11,
Greece,1999,1.33187E+11,
Greece,2000,1.24418E+11,
Greece,2001,1.29842E+11,
Greece,2002,1.4605E+11,
Greece,2003,1.9285E+11,
Greece,2004,2.2795E+11,
Greece,2005,2.40076E+11,
Greece,2006,2.61713E+11,
Greece,2007,3.05432E+11,
Greece,2008,3.41594E+11,
Greece,2009,3.21016E+11,
Greece,2010,2.92305E+11,
Greece,2011,2.89627E+11,
Greece,2012,2.49099E+11,
Greenland,1970,69520029.27,
Greenland,1971,88570999.35,
Greenland,1972,106101302.5,
Greenland,1973,140153753.7,
Greenland,1974,169918944.1,
Greenland,1975,211192463.7,
Greenland,1976,240779415.7,
Greenland,1977,282269773,
Greenland,1978,355987428.4,
Greenland,1979,420645795,
Greenland,1980,476051769,
Greenland,1981,435749013.9,
Greenland,1982,402403057.2,
Greenland,1983,416184086.2,
Greenland,1984,379371913.7,
Greenland,1985,412876395.8,
Greenland,1986,603016317.5,
Greenland,1987,787390447.3,
Greenland,1988,898607670.6,
Greenland,1989,929799902.2,
Greenland,1990,1018977225,
Greenland,1991,1016500016,
Greenland,1992,1037916105,
Greenland,1993,927214127.9,
Greenland,1994,1005887592,
Greenland,1995,1208953359,
Greenland,1996,1197515638,
Greenland,1997,1072154407,
Greenland,1998,1149858127,
Greenland,1999,1131555107,
Greenland,2000,1068024994,
Greenland,2001,1086170639,
Greenland,2002,1169136691,
Greenland,2003,1426452030,
Greenland,2004,1644951892,
Greenland,2005,1702543477,
Greenland,2006,1738432116,
Greenland,2007,2121759848,
Greenland,2008,1739579594,
Greenland,2009,1267711816,
Grenada,1977,53322221.28,
Grenada,1978,67548146.96,
Grenada,1979,78314813.43,
Grenada,1980,83614813.34,
Grenada,1981,87888887.34,
Grenada,1982,95229627.95,
Grenada,1983,101211115.3,
Grenada,1984,110100004,
Grenada,1985,128211102.9,
Grenada,1986,144011114.5,
Grenada,1987,167229626.7,
Grenada,1988,184533330.1,
Grenada,1989,213066662.9,
Grenada,1990,221070360.5,
Grenada,1991,241570366.1,
Grenada,1992,250914816.3,
Grenada,1993,250259243,
Grenada,1994,261777773.2,
Grenada,1995,276296291.4,
Grenada,1996,294651846.7,
Grenada,1997,304940747.2,
Grenada,1998,340814808.8,
Grenada,1999,379629397.7,
Grenada,2000,523256354.9,
Grenada,2001,523279846.4,
Grenada,2002,544381961.7,
Grenada,2003,596339088.7,
Grenada,2004,600014340.6,
Grenada,2005,700431791.3,
Grenada,2006,698700643.6,
Grenada,2007,758683585.1,
Grenada,2008,825977859.1,
Grenada,2009,771277512.7,
Grenada,2010,769708641.6,
Grenada,2011,780334231.4,
Grenada,2012,789542404.4,
Guatemala,1960,1043599936,
Guatemala,1961,1076699904,
Guatemala,1962,1143600000,
Guatemala,1963,1262800000,
Guatemala,1964,1299099904,
Guatemala,1965,1331399936,
Guatemala,1966,1390700032,
Guatemala,1967,1453500032,
Guatemala,1968,1610499968,
Guatemala,1969,1715399936,
Guatemala,1970,1904000000,
Guatemala,1971,1984800000,
Guatemala,1972,2101299968,
Guatemala,1973,2569200128,
Guatemala,1974,3161499904,
Guatemala,1975,3645900032,
Guatemala,1976,4365300224,
Guatemala,1977,5480500224,
Guatemala,1978,6070600192,
Guatemala,1979,6902600192,
Guatemala,1980,7878700032,
Guatemala,1981,8607500288,
Guatemala,1982,8716999680,
Guatemala,1983,9050000384,
Guatemala,1984,9470000128,
Guatemala,1985,9721652292,
Guatemala,1986,7231963340,
Guatemala,1987,7084399821,
Guatemala,1988,7841603176,
Guatemala,1989,8410724409,
Guatemala,1990,7650125576,
Guatemala,1991,9406097461,
Guatemala,1992,10440842292,
Guatemala,1993,11399942820,
Guatemala,1994,12983235119,
Guatemala,1995,14656917900,
Guatemala,1996,15781579950,
Guatemala,1997,17788657194,
Guatemala,1998,19393672244,
Guatemala,1999,18317089473,
Guatemala,2000,19290566570,
Guatemala,2001,18702816768,
Guatemala,2002,20776640958,
Guatemala,2003,21917582105,
Guatemala,2004,23965280312,
Guatemala,2005,27211230374,
Guatemala,2006,30231130543,
Guatemala,2007,34113106486,
Guatemala,2008,39136286496,
Guatemala,2009,37733791089,
Guatemala,2010,41338161799,
Guatemala,2011,47688885121,
Guatemala,2012,50544684808,
Guinea,1986,1922600899,
Guinea,1987,2041538057,
Guinea,1988,2384295764,
Guinea,1989,2432029380,
Guinea,1990,2666616177,
Guinea,1991,3014890569,
Guinea,1992,3284625277,
Guinea,1993,3279063318,
Guinea,1994,3383218923,
Guinea,1995,3693753379,
Guinea,1996,3869032271,
Guinea,1997,3783788551,
Guinea,1998,3588375984,
Guinea,1999,3461282190,
Guinea,2000,2995360969,
Guinea,2001,2833442750,
Guinea,2002,2949637039,
Guinea,2003,3446442219,
Guinea,2004,3666349049,
Guinea,2005,2937072009,
Guinea,2006,2821346684,
Guinea,2007,4209332040,
Guinea,2008,3778259934,
Guinea,2009,4164652171,
Guinea,2010,4735956476,
Guinea,2011,5095824524,
Guinea,2012,6767919333,
Guinea-Bissau,1970,78733538.81,
Guinea-Bissau,1971,78540000,
Guinea-Bissau,1972,87702857.14,
Guinea-Bissau,1973,89374185.14,
Guinea-Bissau,1974,98775303.64,
Guinea-Bissau,1975,108985752.2,
Guinea-Bissau,1976,112386559.1,
Guinea-Bissau,1977,114971282.2,
Guinea-Bissau,1978,122666792.3,
Guinea-Bissau,1979,118537824.8,
Guinea-Bissau,1980,110653830.7,
Guinea-Bissau,1981,154731919.8,
Guinea-Bissau,1982,165523638.9,
Guinea-Bissau,1983,163577519.3,
Guinea-Bissau,1984,138478894.6,
Guinea-Bissau,1985,143856252.4,
Guinea-Bissau,1986,130225023.4,
Guinea-Bissau,1987,173836364.4,
Guinea-Bissau,1988,164458118.2,
Guinea-Bissau,1989,213143017.5,
Guinea-Bissau,1990,243961995,
Guinea-Bissau,1991,257150572.5,
Guinea-Bissau,1992,226313492.8,
Guinea-Bissau,1993,236880814.1,
Guinea-Bissau,1994,235619994.8,
Guinea-Bissau,1995,253966919.8,
Guinea-Bissau,1996,270419779.4,
Guinea-Bissau,1997,268551010.9,
Guinea-Bissau,1998,206457553.4,
Guinea-Bissau,1999,224446652.1,
Guinea-Bissau,2000,215456617.7,
Guinea-Bissau,2001,199034556.2,
Guinea-Bissau,2002,203614227,
Guinea-Bissau,2003,475221697.9,
Guinea-Bissau,2004,522651787.7,
